title,abstract,year,tokens
Cognitive Thread Supports System of Systems for Complex System Development,"Model-based Systems Engineering (MBSE) has been widely used in the development of complex systems. The system architectures, organizations, research and development processes using MBSE to design complex systems can be seen as a System of Systems (SoS), which has high complexity and hard to manage. The concept of digital thread is proposed to integrate all the models and data in the SoS. However, lack of cognition ability makes it hard to connect the models and data with human, processes and things in the SoS, which reduces the efficiency of complex system development. In this paper, a new concept named Cognitive Thread is first proposed as digital thread with augmented semantic capabilities for identifying the information of the SoS. Then a cognitive thread construction approach based on Open Services for Lifecycle Collaboration (OSLC) specification and knowledge graphs is proposed to support decision-making and management in the SoS. Finally, the feasibility of the proposed approach is verified through a case study of the advanced driver-assistance system development.",1970,"model-based ( ) widely . , organization , research seen ( ) , high hard manage . concept digital thread proposed integrate data . , lack cognition ability make hard connect data human , thing , reduces efficiency . , new concept named cognitive thread first proposed digital thread augmented semantic capability identifying . cognitive thread construction open service lifecycle collaboration ( oslc ) specification knowledge graph proposed support decision-making management . finally , feasibility proposed verified case study advanced driver-assistance ."
An MBSE-based approach for the analysis of requirements towards engineering IT architectures,"Products are currently changing since various drivers increase complexity, e.g. digitalization. This does not only apply to systems, but also to engineering itself with its processes, methodologies and tools. On the one hand, approaches like Model-Based Systems Engineering or virtual verification and validation demonstrate that digitalization has the effect of demanding computer-interpretable and continuous sets of information. On the other hand, the approaches themselves require new functionalities regarding the engineering IT and thus raise new requirements. This paper presents a systematic approach to identify and analyze the requirements towards an engineering IT architecture. The approach is model-based and comes with modeling guidance and a meta-model to support the analysis.",1970,"currently changing since various driver increase , e.g . digitalization . doe apply , , methodology . one hand , like model-based virtual verification validation demonstrate digitalization effect demanding computer-interpretable continuous set . hand , require new functionality regarding thus raise new . present systematic identify analyze towards . model-based come guidance meta-model support ."
"A conceptual, methodological and technical contribution for Modeling and V&V in MBSE context","The role of modeling, verification, and validation, even not new in Systems Engineering, is increasingly highlighted as crucial expectation in Model Based System Engineering context (MBSE). However, some difficulties, needs, and locks must be considered to allow MBSE to grow in capabilities and maturity. This article clarifies some fundamental expectations for MBSE and proposes research findings to address some of the MBSE practitioners’ needs more precisely.",1970,"role , verification , validation , even new , increasingly highlighted crucial expectation context ( ) . , difficulty , need , lock must considered allow grow capability maturity . article clarifies fundamental expectation proposes research finding address practitioner ’ need precisely ."
Reuse in model-based systems engineering,"In model-based systems engineering, systems are built as models. Models are abstractions, since they are not the real physical parts, but a data representation of then in a computer. As such, it is tempting to establish a methodology and a system in which models can be shared among projects. When an engineer creates new models of components in a new project, her past experience in making similar components, as well as that of her colleagues, can be easily reused since no physical limitations get in the way. Models in our case are actually mathematical equations. Yet, the wide variety of design tools makes it difficult to take an existing component model created in one tool and reuse it in another. This problem is often classified as `tools interoperability' where models need to be shared among tools. Scenarios which give rise to such needs occur when teams collaborate on the same project, but belong to different organizations or different disciplines. Yet, the advantage of reuse is very obvious and presents a certain use case for interoperability. Our scenario would be a systems engineering organization that needs to support reuse in its design work. Our use-case would be different than the problem of product-lines. There, components are designed for ease of customization to match different, but similar requirements, while sharing one source that can be varied towards multiple different outcomes. Here, reuse can be applied too over a design for a product-line. Internet of Things (IoT) and design patterns will be looked at as well to be proper candidates to benefit from the approach to reuse as will be presented in this paper.",1970,"model-based , built . ion , since real physical part , data representation computer . , tempting establish methodology shared among . engineer creates new component new , past experience making similar component , colleague , easily reused since physical limitation get way . case actually mathematical equation . yet , wide variety make difficult take existing component created one reuse another . problem often classified ` interoperability ' need shared among . scenario give rise need occur team collaborate , belong different organization different discipline . yet , advantage reuse obvious present certain case interoperability . scenario would organization need support reuse work . use-case would different problem product-lines . , component designed ease customization match different , similar , sharing one source varied towards multiple different outcome . , reuse applied product-line . internet thing ( iot ) pattern looked proper candidate benefit reuse presented ."
Towards Standards-based Execution of System of Systems Models,"The ongoing transformation in the industry from a document-based systems engineering to a model-based systems engineering approach reveals a need for new methods of capturing and analyzing knowledge about the system. Moreover, complex real-life problems require the application of MBSE practices to enable evolving systems to communicate independently to achieve a common goal. This is the level of system of systems. At this level similar standardized model- based approaches are used to capture knowledge; however, most analysis is far from being standards based. Most of the tools provide proprietary approaches to analyze a system of systems. Is there a way to apply a standards-based approach to execute engineering analysis and behavioral simulation on a system of systems model? This paper describes the research used to answer this question.",1970,"ongoing transformation industry document-based model-based reveals need new capturing analyzing knowledge . moreover , real-life problem require application practice enable evolving communicate independently achieve common goal . level . level similar standardized model- capture knowledge ; , far standard . provide proprietary analyze . way apply standards-based execute behavioral ? describes research answer question ."
Incorporating Hardware-in-the-Loop Simulation into Object-Process Methodology,"We have designed and developed a way to incorporate Hardware-in-the-Loop (HIL) simulation into Model-Based Systems Engineering (MBSE) using Object-Process Methodology (OPM) ISO 19450. Implementing the HIL simulation in OPCloud, an OPM cloud-based conceptual and computational modeling framework, has enabled us to demonstrate industrial-strength capabilities. We describe the architecture of this OPM-HIL combined system and report on results with a real case study, in which the modeling encompasses stages starting with conceptual design and ending with HIL simulation and testing. This combination can serve as a basis for a model-driven systems operating system.",1970,"designed developed way incorporate hardware-in-the-loop ( hil ) model-based ( ) object-process methodology ( opm ) iso . implementing hil opcloud , opm cloud-based conceptual computational , enabled u demonstrate industrial-strength capability . describe opm-hil combined report result real case study , encompasses stage starting conceptual ending hil testing . combination serve basis model-driven operating ."
Integrating Safety into MBSE Processes with Formal Methods,"Emerging segments such as Urban Air Mobility require new safety-critical avionic systems. The complexity of these avionic systems has ever been increasing, but even more rapidly in the last two decades in form of the number of components, functions, and interactions. At the same time, demanding time-to-market requirements have to be adhered to by development companies. To cope with these challenges, agile development approaches are required that guarantee safety-by-construction. This paper presents an endeavor to tackle these challenges by holistic utilization of Model-based Systems Engineering, System-Theoretic Process Analysis, and formal methods. The approach is demonstrated in a use-case that analyzes a simplified Collision Avoidance System architecture. Results show that the presented approach is able to improve the development by automating and validating error-prone tasks of the safety assessment.",1970,"emerging segment urban air mobility require new safety-critical avionic . avionic ever increasing , even rapidly last two decade form number component , function , interaction . time , demanding time-to-market adhered company . cope challenge , agile required guarantee safety-by-construction . present endeavor tackle challenge holistic utilization model-based , system-theoretic , formal . demonstrated use-case analyzes simplified collision avoidance . result show presented able improve automating validating error-prone task safety assessment ."
MBSE analysis for energy sustainability improvement in manufacturing industry,"With the ever increasing complexity of Industry 4.0 systems, plant energy management systems developed to improve energy sustainability become equally complex. Based on a Model-Based Systems Engineering analysis, this paper aims to provide a general approach to perform holistic development of an autonomous energy management system for manufacturing industries. This Energy Management System (EMS) will be capable of continuously improving its ability to assess, predict, and act, in order to improve by monitoring and controlling the energy sustainability of manufacturing systems. The approach was implemented with the System Modeling Language (SysML).",1970,"ever increasing industry . , plant energy management developed improve energy sustainability become equally . model-based , aim provide general perform holistic autonomous energy management manufacturing industry . energy management ( em ) capable continuously improving ability ass , predict , act , order improve monitoring controlling energy sustainability manufacturing . implemented ( ) ."
Evolution of the Automotive Reference Architecture Model towards a Domain-Specific Systems Engineering Approach,"Due to the rising complexity in the automotive domain a suitable modeling framework to facilitate development as well as interdisciplinary communication is needed. In the domain of smart grids, the Smart Grid Architecture Model (SGAM) framework turned out to be a suitable tool for coping with complexity whilst providing cross-disciplinary understanding. A similar approach exists for the automotive domain: the Automotive Reference Architecture Model (ARAM) framework. As opposed to other automotive frameworks, this one offers interoperability with the smart grid framework, which simplifies cross-domain collaboration. During the development of ARAM, the Software Platform Embedded Systems (SPES) methodology gained momentum. This methodology can be considered an architectural model while the automotive framework can be considered an analysis model, according to the domain-specific systems engineering approach. In order to follow this approach, a transformation between the two models must be possible. This work-in-progress paper aims at presenting first approaches of an adapted version of the ARAM framework, proposing a reworked structure that is compatible with both, SGAM and SPES.",1970,"due rising automotive domain suitable facilitate interdisciplinary communication needed . domain smart grid , smart grid ( sgam ) turned suitable coping whilst providing cross-disciplinary understanding . similar exists automotive domain : automotive reference ( aram ) . opposed automotive , one offer interoperability smart grid , simplifies cross-domain collaboration . aram , software platform embedded ( spes ) methodology gained momentum . methodology considered architectural automotive considered , according domain-specific . order follow , transformation two must possible . work-in-progress aim presenting first adapted version aram , proposing reworked structure compatible , sgam spes ."
Deploying MBSE in SME context: revisiting and equipping Digital Mock-Up,"The deployment of Model Based System Engineering (MBSE) in the context of Small and Medium-sized Enterprises (SMEs) have numerous benefits, among others, to face growing product complexity and market evolution. However, deploying MBSE based on classical standards such as the ISO 29110 can become an overly burdensome process that does not appropriately meet the needs of the SME in terms of SME culture, organization, expectations, resources, skills and tools, as well as in assuring the digital continuity of SMEs. This article proposes an approach for an eased, accelerated and successful deployment of MBSE in SME context based on the Digital Mock-Up concept.",1970,"deployment ( ) context small medium-sized enterprise ( smes ) numerous benefit , among others , face growing market evolution . , deploying classical standard iso become overly burdensome doe appropriately meet need sme term sme culture , organization , expectation , resource , skill , assuring digital continuity smes . article proposes eased , accelerated successful deployment sme context digital mock-up concept ."
"The Model Fidelity Hierarchy: From Text to Conceptual, Computational, and Executable Model","Model-based systems engineering applies a variety of model kinds, each with its own fidelity and exactness level. Based on experience we gained while modeling an aircraft landing gear with the objective of numerically defining its various parameters that fulfill engineering and safety requirements, we present the model fidelity hierarchy (MFH). At this hierarchy's bottom, vaguest level, is spoken language, followed by free written text, conceptual model, its augmentation with computational capabilities, and finally an executable version of that model. Using object-process methodology (OPM ISO 19450) with its computational extension, we present this hierarchy by describing the landing gear model as it progresses through these levels, and the kinds of mistakes revealed while transitioning from one level to the next. The MFH, identified and defined in this article, is made possible by using OPM, which enables these level transitions to be information lossless, providing the most value while requiring the minimal effort. The ability of this continuous, seamless modeling approach to detect errors with increasing accuracy justifies our OPM approach, as errors revealed in this early system lifecycle stage are exponentially less costly to correct than those revealed downstream.",1970,"model-based applies variety kind , fidelity exactness level . experience gained aircraft landing gear objective numerically defining various parameter fulfill safety , present fidelity hierarchy ( mfh ) . hierarchy bottom , vaguest level , spoken , followed free written text , conceptual , augmentation computational capability , finally executable version . object-process methodology ( opm iso ) computational extension , present hierarchy describing landing gear progress level , kind mistake revealed transitioning one level next . mfh , identified defined article , made possible opm , enables level transition lossless , providing value requiring minimal effort . ability continuous , seamless detect error increasing accuracy justifies opm , error revealed early lifecycle stage exponentially le costly correct revealed downstream ."
A Knowledge Based System architecture to manage and automate the electrical machine design process,"The rotating electrical machine industry is known for the optimal development of solutions through the experience of manufacturers, and its competitiveness is based on serial production that amortizes initial design efforts. The new concept industry 4.0 is a great opportunity to improve the competitiveness in a global market for small-medium size electric machinery companies. Therefore, it is mandatory these companies adopt new technologies offering customized products fulfilling the customers' requirements according to their investment capacity. To support the aforementioned issue, a new Knowledge-Based System (KBS) model for electrical machine design is introduced. This model socalled GSMWV2 stands for the steps of Gather, Standardized and Model the knowledge with the Wrapper process and the two Verein Deutscher Ingenieure (VDI) methodologies integration VDI-2221 and VDI-2206. It comprises the electrical machine development methodology and the knowledge integration process. This paper will conceptually describe this model and the integration of current industrial technologies such as Model-Based Systems Engineering (MBSE), Project Lifecycle Management (PLM), Project Data Management (PDM), multiphysics and analytic tools co-simulation with KBS tools. This architecture will be able to manage and automate tasks in the development process of electrical machines with emphasis on the design process.",1970,"rotating electrical machine industry known optimal solution experience manufacturer , competitiveness serial production amortizes initial effort . new concept industry . great opportunity improve competitiveness global market small-medium size electric machinery company . therefore , mandatory company adopt new technology offering customized fulfilling customer ' according investment capacity . support aforementioned issue , new knowledge-based ( kb ) electrical machine introduced . socalled gsmwv stand step gather , standardized knowledge wrapper two verein deutscher ingenieure ( vdi ) methodology integration vdi- vdi- . comprises electrical machine methodology knowledge integration . conceptually describe integration current industrial technology model-based ( ) , lifecycle management ( plm ) , data management ( pdm ) , multiphysics analytic co-simulation kb . able manage automate task electrical machine emphasis ."
DEVS-Based Simulation for Search and Rescue Missions Involving Multiple UAVS,"Using Unmanned Aerial Vehicles (UAVs) for searching for targets is a complex problem whose applications range from military operations (e.g. targets localization or border surveillance) to civil missions (e.g. mountain or sea rescue). Simulations of real-world operations play an important role in determining the best search strategies to be used. The high number of elements involved in the problem makes real-time simulations an useful tool for system elements coordination, data handling confluence, etc. Model-Based Systems Engineering (MBSE) principles can also be exploited to define the behavior of the whole system from the behaviors of its elements. This paper presents a Discrete Event System Specification (DEVS) modular and hierarchical architecture for simulating real-world target-search scenarios that enhances the adaptability, reusability and scalability properties of our system. The simulations show the benefits of our architecture, which allows to automatically profile and straightforward evaluate different models to select the best alternative.",1970,"unmanned aerial vehicle ( uavs ) searching target problem whose application range military operation ( e.g . target localization border surveillance ) civil mission ( e.g . mountain sea rescue ) . real-world operation play important role determining best search strategy . high number element involved problem make real-time useful element coordination , data handling confluence , etc . model-based ( ) principle exploited define behavior whole behavior element . present discrete event specification ( devs ) modular hierarchical simulating real-world target-search scenario enhances adaptability , reusability scalability property . show benefit , allows automatically profile straightforward evaluate different select best alternative ."
Developing a CubeSat Model-Based System Engineering (MBSE) Reference Model - interim status,"Model-Based Systems Engineering (MBSE) is a key practice to advance systems engineering that can benefit CubeSat missions. MBSE creates a system model that helps integrate other discipline specific engineering models and simulations. The system level model is initiated at the start of a project and evolves throughout development. It provides a cohesive and consistent source of system requirements, design, analysis, and verification. The International Council on Systems Engineering (INCOSE) Space Systems Working Group (SSWG) established the Space Systems MBSE Challenge team in 2007. The SSWG Challenge team has been investigating the applicability of MBSE for designing CubeSats since 2011. Our application of MBSE uses System Modeling Language (SysML), a graphical modeling language. SysML is used to model all aspects of a system either directly or through an interface with another model. SysML diagrams are used to describe requirements, structures, behaviors, and parametrics from the system down to the component level. The first phase of SSWG CubeSat project created a CubeSat reference model that was applied to the Radio Aurora Explorer (RAX), a three-unit CubeSat developed by SRI International and the Michigan Exploration Laboratory at the University of Michigan. The second phase focused on expanding the RAX CubeSat model to include modeling behaviors and interfacing with several Commercial Off the Shelf (COTS) simulation tools. The third phase was comprised of two activities. The first was the development of a CubeSat Enterprise Model to capture cost and product Iifecycle aspects for the mission spacecraft and problem domain. The second activity incorporated additional design and operational characteristics into the RAX model. The modeling effort starts anew in this fourth phase and has two objectives: 1) Develop a CubeSat Reference Model that other projects can use as a starting point for their mission specific CubeSat model. The space and ground systems, subsystems, and components are being modeled throughout the entire project Iifecycle. 2)Develop a CubeSat Project Model that models how CubeSat design and development are to be accomplished. The first objective is in response to: ""Model-based systems enj!ineerinj! (MBSE) is the formalized application of modelinj! to support system requirements, desij!n, analysis, verification and validation activities bej!inninj! in the conceptual desij!n phase and continuing throughout development and later life cycle phases."" The second objective is in response to: ""A MBSE methodology is a collection of related processes, methods, and tools used to support the discipline of systems engineering in a 'modelbased' or 'model-driven' context."" The effort to date has been focused on establishing nomenclature; the incorporation of the stakeholders and their needs, objectives, measures of effectiveness; and the architecture down to the logical subsystems. The next step is to determine the level of model definition at each of the Iifecycle stages and to create models for the concept and development phases. The CubeSat Reference Model will be rolled-out in a controlled fashion to make certain that model is understandable and useful. The requests and applications of the model have fallen into two categories: 1) Using the model within an aerospace engineering course and 2) evaluating the application of MBSE within an aerospace program.",1970,"model-based ( ) key practice advance benefit cubesat mission . creates help integrate discipline specific . level initiated start evolves throughout . provides cohesive consistent source , , , verification . international council ( incose ) space working group ( sswg ) established space challenge team . sswg challenge team investigating applicability designing cubesats since . application us ( ) , graphical . aspect either directly interface another . diagram describe , structure , behavior , parametrics component level . first phase sswg cubesat created cubesat reference applied radio aurora explorer ( rax ) , three-unit cubesat developed sri international michigan exploration laboratory university michigan . second phase focused expanding rax cubesat include behavior interfacing several commercial shelf ( cot ) . third phase comprised two activity . first cubesat enterprise capture cost iifecycle aspect mission spacecraft problem domain . second activity incorporated additional operational characteristic rax . effort start anew fourth phase two objective : ) develop cubesat reference starting point mission specific cubesat . space ground , subsystem , component modeled throughout entire iifecycle . ) develop cubesat cubesat accomplished . first objective response : `` model-based enj ! ineerinj ! ( ) formalized application modelinj ! support , desij ! n , , verification validation activity bej ! inninj ! conceptual desij ! n phase continuing throughout later life cycle phase . '' second objective response : `` methodology collection related , , support discipline odelbased ' odel-driven ' context . '' effort date focused establishing nomenclature ; incorporation stakeholder need , objective , measure effectiveness ; logical subsystem . next step determine level definition iifecycle stage create concept phase . cubesat reference rolled-out controlled fashion make certain understandable useful . request application fallen two category : ) aerospace course ) evaluating application aerospace program ."
MBSE-driven visualization of requirements allocation and traceability,"In a Model Based Systems Engineering (MBSE) infusion effort, there is a usually a concerted effort to define the information architecture, ontologies, and patterns that drive the construction and architecture of MBSE models, but less attention is given to the logical follow-on of that effort: how to practically leverage the resulting semantic richness of a well-formed populated model to enable systems engineers to work more effectively, as MBSE promises. While ontologies and patterns are absolutely necessary, an MBSE effort must also design and provide practical demonstration of value (through human-understandable representations of model data that address stakeholder concerns) or it will not succeed. This paper will discuss opportunities that exist for visualization in making the richness of a well-formed model accessible to stakeholders, specifically stakeholders who rely on the model for their day-to-day work. This paper will discuss the value added by MBSE-driven visualizations in the context of a small case study of interactive visualizations created and used on NASA's proposed Europa Mission. The case study visualizations were created for the purpose of understanding and exploring targeted aspects of requirements flow, allocation, and comparing the structure of that flow-down to a conceptual project decomposition. The work presented in this paper is an example of a product that leverages the richness and formalisms of our knowledge representation while also responding to the quality attributes SEs care about.",1970,"( ) infusion effort , usually concerted effort define , ontology , pattern drive construction , le attention given logical follow-on effort : practically leverage resulting semantic richness well-formed populated enable engineer work effectively , promise . ontology pattern absolutely necessary , effort must provide practical demonstration value ( human-understandable representation data address stakeholder concern ) succeed . discus opportunity exist visualization making richness well-formed accessible stakeholder , specifically stakeholder rely day-to-day work . discus value added mbse-driven visualization context small case study interactive visualization created nasa proposed europa mission . case study visualization created purpose understanding exploring targeted aspect flow , allocation , comparing structure flow-down conceptual decomposition . work presented leverage richness formalism knowledge representation responding quality attribute care ."
MBSE Applications for the MSR SRC Mars Ascent Vehicle,"The objective of the NASA Mars Sample Return (MSR) Campaign is to collect samples from the surface of Mars and return them to Earth for scientific research. The Mars Ascent Vehicle (MAV) will be integrated into a larger Mars Sample Retrieval Lander (SRL) for transit to and storage on Mars. After all Martian samples have been collected and loaded into the MAV payload assembly, MAV will deliver the samples from the Martian surface to Mars orbit. A separate spacecraft, the Earth Return Orbiter (ERO) will retrieve the samples from Mars orbit and return them to Earth. To address common systems engineering challenges associated with using traditional systems engineering practices on complex projects, the MAV systems engineering team has explored implementation of Model-Based Systems Engineering (MBSE) tools and languages. This paper describes the current state of implementation and development of the MAV MBSE model with the Systems Modeling Language (SysML) within the scope of the MAV Systems Requirement Cycle (SRC) systems engineering workflow. The MAV MBSE model has been developed within Magic Draw – a SysML editor commonly used to implement MBSE. The MAV MBSE model has been used to develop mission phase functional flow diagrams for the Concept of Operations, decompose mission to vehicle subsystem functions, develop a functional decomposition, derive functional requirements, trace requirements up to customer-imposed requirements, trace requirements within MAV requirement space, identify requirements trace gaps, define and map the physical design space architecture, allocate requirements to subsystems, develop validation items, define assembly, integration, and test (AI&T) operations, and trace these items across driving goals to develop an integrated digital thread of systems engineering information used to drive design specifications, decision making, and ultimately design verification and validation. Findings and results associated with implementing MBSE in these ways, alongside traditional methods will be discussed.",1970,"objective nasa mar sample return ( msr ) campaign collect sample surface mar return earth scientific research . mar ascent vehicle ( mav ) integrated larger mar sample retrieval lander ( srl ) transit storage mar . martian sample collected loaded mav payload assembly , mav deliver sample martian surface mar orbit . separate spacecraft , earth return orbiter ( ero ) retrieve sample mar orbit return earth . address common challenge associated traditional practice , mav team explored implementation model-based ( ) . describes current state implementation mav ( ) scope mav cycle ( src ) workflow . mav developed magic draw – editor commonly implement . mav develop mission phase functional flow diagram concept operation , decompose mission vehicle subsystem function , develop functional decomposition , derive functional , trace customer-imposed , trace mav space , identify trace gap , define map physical space , allocate subsystem , develop validation item , define assembly , integration , test ( ai & ) operation , trace item across driving goal develop integrated digital thread drive specification , decision making , ultimately verification validation . finding result associated implementing way , alongside traditional discussed ."
"Not (strictly) relying on SysML for MBSE: Language, tooling and development perspectives: The Arcadia/Capella rationale","Using the Arcadia/Capella solution as an example, this paper explores why standard UML/SysML languages are not necessarily the unique or best alternatives for implementation of a model-based systems engineering solution (MBSE). The Thales experience is used to elicit MBSE language and tooling requirements. This paper analyzes various implementation alternatives and justifies structuring choices made regarding Capella to efficiently support the Arcadia engineering method.",1970,"arcadia/capella solution , explores standard uml/sysml necessarily unique best alternative implementation model-based solution ( ) . thales experience elicit tooling . analyzes various implementation alternative justifies structuring choice made regarding capella efficiently support arcadia ."
MBSE without a process-based data architecture is just a random set of characters,"This paper describes the importance of developing a Process-Based Data Architecture as part of pursuing a Model Based Systems Engineering Methodology. The purpose of this paper is to introduce the user to best practices in developing a Model Based Systems Engineering (MBSE) approach, focusing on the definition of the Data Architecture.",1970,"describes importance developing process-based data part pursuing methodology . purpose introduce user best practice developing ( ) , focusing definition data ."
Architecture Framework Standardization for Satellite Software Generation Using MBSE and F Prime,"An Architecture Framework (AF) describes a system's product taxonomy; utilization of the same AF between dissimilar projects, industries, or nations standardizes communication about a system if AF products are used to describe the system. Software is ubiquitous to complex systems but has not received requisite attention in AF product representation or standardization. The most advanced and widely used AFs employ Model-Based Systems Engineering (MBSE) tenets to communicate system elements to Stakeholders; generating system software architectures as MBSE artifacts alongside non-software artifacts is possible for space systems when using F Prime, a software framework from the Jet Propulsion Lab. NASA recently published the Space Mission Architecture Framework (SMAF) for use on uncrewed, robotic missions, and AF products for software architecture generation using the Systems Modeling Language (SysML) and F Prime are presented here in SMAF format. In contrast to an AF, which describes the products that can be created for a system or mission, a Mission Architecture Framework (MAF) such as the SMAF describes the products that should be created for a mission. MBSE definitions are established in the context of a MAF, products for software architecture generation are defined in the hierarchy and style of the SMAF, and examples of software architecture generation as MBSE artifacts from SysML are provided using the Alabama Burst Energetics eXplorer (ABEX) CubeSat mission as a case study.",1970,"( af ) describes taxonomy ; utilization af dissimilar , industry , nation standardizes communication af describe . software ubiquitous received requisite attention af representation standardization . advanced widely afs employ model-based ( ) tenet communicate element stakeholder ; generating software artifact alongside non-software artifact possible space f prime , software jet propulsion lab . nasa recently published space mission ( smaf ) uncrewed , robotic mission , af software generation ( ) f prime presented smaf format . contrast af , describes created mission , mission ( maf ) smaf describes created mission . definition established context maf , software generation defined hierarchy style smaf , software generation artifact provided alabama burst energetics explorer ( abex ) cubesat mission case study ."
Applying Model Based Safety Assessment for Aircraft Landing Gear System Certification,"New aircraft certification includes Systems Safety Assessment and Flight Testing for verifying compliance to various certification standards, noise testing, reliability testing, human factors analysis and qualitative assessments of flying qualities. The Model-Based Systems Engineering methodology has demonstrated its usefulness and practicality for performance validation of aircraft critical systems like the flight control systems prior to the start of actual qualification testing or flight testing. Use of model based methodology can be applied to failure and safety assessment tasks and certification process. Initial adaptation of MBSE was limited to aircraft systems related to electronics, avionics and software based components. There are some challenges in implementing Model-Based Safety Analysis to mechanical and electro-mechanical based systems like aircraft wheel braking system and nose steering system. MBSA promotes and supports virtual flight testing and is a powerful tool for verifying design and safety related malfunctions particularly for those failures conditions where it may not be possible to test these during the regular flight test regime.",1970,"new aircraft certification includes safety assessment flight testing verifying compliance various certification standard , noise testing , reliability testing , human factor qualitative assessment flying quality . model-based methodology demonstrated usefulness practicality performance validation aircraft critical like flight control prior start actual qualification testing flight testing . methodology applied failure safety assessment task certification . initial adaptation limited aircraft related electronics , avionics software component . challenge implementing model-based safety mechanical electro-mechanical like aircraft wheel braking nose steering . mbsa promotes support virtual flight testing powerful verifying safety related malfunction particularly failure condition may possible test regular flight test regime ."
Model-driven systems engineering for netcentric system of systems with DEVS unified process,"Model-Based Systems Engineering (MBSE) employs model-based technologies and established systems engineering practices. Model-Driven Engineering (MDE) provides various concepts to automate model based practices using metamodeling. We describe the DEVS Unified Process (DUNIP) that aims to bring together MBSE and MDE as Model-driven Systems Engineering (MDSE) and apply it in a netcentric environment. We historically look at various model-based and model-driven flavors and suggest MDSE/DUNIP as one of the derived methodologies. We describe essential elements in DUNIP that facilitate integration with architecture solutions like Service Oriented Architecture (SOA), Event Driven Architectures (EDA), Systems Entity Structures (SES) ontology, and frameworks like Department of Defense Architecture Framework (DoDAF 2.0). We discuss systems requirement specifications, verification and validation, metamodeling, Domain Specific Languages (DSLs), and model transformation technologies as applicable in DUNIP. In this article, we discuss the features and contributions of DUNIP in netcentric system of systems engineering.",1970,"model-based ( ) employ model-based technology established practice . model-driven ( mde ) provides various concept automate practice metamodeling . describe devs unified ( dunip ) aim bring together mde model-driven ( mdse ) apply netcentric environment . historically look various model-based model-driven flavor suggest mdse/dunip one derived methodology . describe essential element dunip facilitate integration solution like service oriented ( soa ) , event driven ( eda ) , entity structure ( ) ontology , like department defense ( dodaf . ) . discus specification , verification validation , metamodeling , domain specific ( dsl ) , transformation technology applicable dunip . article , discus feature contribution dunip netcentric ."
Traditional to Modern Antenna Test Environments: The Impact of Robotics And Computational Electromagnetic Simulation on Modern Antenna Measurements,"Many traditional antenna test facilities are designed with a specific measurement application in mind. As a result, these facilities tend to have fixed measurement geometries with much of the range performance analysis being performed only once, during the design phase of the test facilities implementation. Modern antenna measurement ranges employing multi-axis robotic positioners provide a near limitless degree of re-configurability in terms of measurement types and scan geometries. This drives an ongoing need to evaluate each unique setup and application. Model based Systems Engineering and development (MBSE/MBD) approaches can be employed to dramatically reduce the time, effort, and cost associated with the test development and validation phases of a given program. MBSE tools can also be used to optimize test configurations to greatly reduce measurement uncertainties. This paper provides an overview of how these engineering techniques are being harnessed during the implementation of a new dual multi-axis robotic antenna test system.",1970,"many traditional antenna test facility designed specific measurement application mind . result , facility tend fixed measurement geometry much range performance performed , phase test facility implementation . modern antenna measurement range employing multi-axis robotic positioner provide near limitless degree re-configurability term measurement type scan geometry . drive ongoing need evaluate unique setup application . ( mbse/mbd ) employed dramatically reduce time , effort , cost associated test validation phase given program . optimize test configuration greatly reduce measurement uncertainty . provides overview technique harnessed implementation new dual multi-axis robotic antenna test ."
Extending the Concept of Domain Specific Systems Engineering to System-of-Systems,"With the ongoing evolution of cyber-physical systems (CPS) new methods are required to deal with complexity. The concept of Model Based Systems Engineering (MBSE) appears to be a promising approach, even though the common paradigm of object modelling poses a challenge for stakeholders from different domains. To better enable stakeholder integration, in recent past the concept of Domain Specific Systems Engineering (DSSE) has been proposed. This concept aims at establishing a modelling approach around domain specific viewpoints and model kinds. The DSSE approach could have been validated in different domains so far. To enable the integration of systems from different domains into System-of-Systems (SoS), this paper contributes conceptual thoughts on how to extend the DSSE approach for application in System-of-Systems Engineering (SoSE). For this purpose, the paper first gives a brief summary on the core concepts of DSSE. Further, a case study is realized to learn about the needs and limitations when it comes to extending DSSE for System-of-Systems Engineering. Finally, identified research items are discussed in more detail and an outlook to our future work is presented.",1970,"ongoing evolution cyber-physical ( cps ) new required deal . concept ( ) appears promising , even though common paradigm object modelling pose challenge stakeholder different domain . better enable stakeholder integration , recent past concept domain specific ( dsse ) proposed . concept aim establishing modelling around domain specific viewpoint kind . dsse could validated different domain far . enable integration different domain system-of-systems ( ) , contributes conceptual thought extend dsse application system-of-systems ( sose ) . purpose , first give brief summary core concept dsse . , case study realized learn need limitation come extending dsse system-of-systems . finally , identified research item discussed detail outlook future work presented ."
